CASENUM,VEH_NO,PSU,PSU_VAR,PSUSTRAT,REGION,REGIONNAME,URBANICITY,URBANICITYNAME,STRATUM,STRATUMNAME,PJ,WEIGHT,VE_FORMS,MONTH,MONTHNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,NUMOCCS,NUMOCCSNAME,UNITTYPE,UNITTYPENAME,HIT_RUN,HIT_RUNNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,MDLYR_IM,MDLYR_IMNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,MAKENAME,MODEL,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,GVWR_TO,GVWR_TONAME,TOW_VEH,TOW_VEHNAME,TRLR1VIN,TRLR1VINNAME,TRLR2VIN,TRLR2VINNAME,TRLR3VIN,TRLR3VINNAME,TRLR1GVWR,TRLR1GVWRNAME,TRLR2GVWR,TRLR2GVWRNAME,TRLR3GVWR,TRLR3GVWRNAME,J_KNIFE,J_KNIFENAME,MCARR_ID,MCARR_IDNAME,MCARR_I1,MCARR_I1NAME,MCARR_I2,MCARR_I2NAME,V_CONFIG,V_CONFIGNAME,CARGO_BT,CARGO_BTNAME,HAZ_INV,HAZ_INVNAME,HAZ_PLAC,HAZ_PLACNAME,HAZ_ID,HAZ_IDNAME,HAZ_CNO,HAZ_CNONAME,HAZ_REL,HAZ_RELNAME,BUS_USE,BUS_USENAME,SPEC_USE,SPEC_USENAME,EMER_USE,EMER_USENAME,TRAV_SP,TRAV_SPNAME,UNDEROVERRIDE,UNDEROVERRIDENAME,ROLLOVER,ROLLOVERNAME,ROLINLOC,ROLINLOCNAME,IMPACT1,IMPACT1NAME,IMPACT1_IM,IMPACT1_IMNAME,DEFORMED,DEFORMEDNAME,TOWED,TOWEDNAME,M_HARM,M_HARMNAME,VEVENT_IM,VEVENT_IMNAME,FIRE_EXP,FIRE_EXPNAME,MAX_VSEV,MAX_VSEVNAME,MXVSEV_IM,MXVSEV_IMNAME,NUM_INJV,NUM_INJVNAME,NUMINJ_IM,NUMINJ_IMNAME,VEH_ALCH,VEH_ALCHNAME,V_ALCH_IM,V_ALCH_IMNAME,MAK_MOD,MAK_MODNAME,DR_PRES,DR_PRESNAME,DR_ZIP,DR_ZIPNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,PCRASH1_IM,PCRASH1_IMNAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME
202102943492,1,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4139,181.67973766,2,1,January,16,4:00pm-4:59pm,54,54,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1FMCU0G95HUC,1FMCU0G95HUC,2017,2017,2017,2017,460,Ford,1798,Escape,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,Ford,402,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,40,040 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,11,11 Clock Point,11,11 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,12402,Ford Escape,1,Yes,33324,33324,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,40,40 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,15,Changing Lanes,15,Changing Lanes,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",47,"F47-Same Trafficway, Same Direction-Angle, Sideswipe-Changing Lanes to the Left"
202102943492,2,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4139,181.67973766,2,1,January,16,4:00pm-4:59pm,54,54,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1FM5K8F86EGC,1FM5K8F86EGC,2014,2014,2014,2014,460,Ford,1800,Explorer,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,Ford,401,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,40,040 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,1,1 Clock Point,1,1 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,12401,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",1,Yes,33312,33312,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,40,40 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,61,From adjacent lane (same direction) over right lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,45,"F45-Same Trafficway, Same Direction-Angle, Sideswipe-Straight Ahead on Left/Right"
202102943552,1,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4139,235.31544725,2,1,January,21,9:00pm-9:59pm,4,4,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,2T3ZFREV7GW2,2T3ZFREV7GW2,2016,2016,2016,2016,448,Toyota,2217,RAV4,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),49,Toyota,402,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,45,045 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,5,5 Clock Point,5,5 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,49402,Toyota RAV4 *,1,Yes,33312,33312,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",3,Three lanes,45,45 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,19,Unknown travel direction,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,44,"F44-Same Trafficway, Same Direction-Angle, Sideswipe-Straight Ahead on Left"
202102943552,2,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4139,235.31544725,2,1,January,21,9:00pm-9:59pm,4,4,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,2,02,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,WDDGF8BB0AR1,WDDGF8BB0AR1,2010,2010,2010,2010,449,Mercedes-Benz,2085,C-Class,13,Sedan/Saloon,42,Mercedes-Benz,42,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,45,045 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,11,11 Clock Point,11,11 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,42042,Mercedes-Benz C Class (94 on),1,Yes,33023,33023,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",3,Three lanes,45,45 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,19,Unknown travel direction,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,45,"F45-Same Trafficway, Same Direction-Angle, Sideswipe-Straight Ahead on Left/Right"
202102943565,1,35,35,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4141,27.597083878,1,1,January,19,7:00pm-7:59pm,28,28,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,2GNAXKEX1J62,2GNAXKEX1J62,2018,2018,2018,2018,467,Chevrolet,1847,Equinox,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),20,Chevrolet,404,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,11,11 Clock Point,11,11 Clock Point,4,Functional Damage,5,Not Towed,8,Pedestrian,8,Pedestrian,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,20404,Chevrolet Equinox,1,Yes,37043,37043,0,No,2,"Two-Way, Divided, Unprotected Median",8,Not Reported,40,40 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal
202102943566,1,35,35,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4141,23.766215151,1,1,January,18,6:00pm-6:59pm,37,37,38,Fence,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1GTR1VE02BZ1,1GTR1VE02BZ1,2011,2011,2011,2011,472,GMC,1857,Sierra,60,Pickup,23,GMC,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,2,Fire/Explosion,2,Fire/Explosion,1,Yes,4,Fatal Injury (K),4,Fatal Injury (K),1,1,1,1,1,Alcohol Involved,1,Alcohol Involved,23481,"GMC C, K, R, V-series pickup/     Sierra",1,Yes,37172,37172,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",8,Not Reported,45,45 MPH,3,Curve - Left,2,"Grade, Unknown Slope",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,14,Negotiating a Curve,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road
202102943582,1,35,35,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4141,142.59597511,1,1,January,10,10:00am-10:59am,17,17,40,Fire Hydrant,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,WBAEU33444PR,WBAEU33444PR,2004,2004,2004,2004,452,BMW,2765,325xi,13,Sedan/Saloon,34,BMW,34,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,40,Fire Hydrant,40,Fire Hydrant,0,No or Not Reported,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,1,Alcohol Involved,1,Alcohol Involved,34034,BMW 3-series,1,Yes,37130,37130,0,No,2,"Two-Way, Divided, Unprotected Median",8,Not Reported,30,30 MPH,1,Straight,1,Level,2,Wet,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road
202102943630,1,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,3,Stratum 3 - Motorcycle Any Injury,4135,24.440628603,2,1,January,15,3:00pm-3:59pm,18,18,12,Motor Vehicle In-Transport,6,Angle,3,03,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1FTEW1CF3HKD,1FTEW1CF3HKD,2017,2017,2017,2017,460,Ford,1801,F-150,60,Pickup,12,Ford,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,83,Right-Back Side,83,Right-Back Side,2,Minor Damage,8,Not Reported,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,9,Reported as Unknown,2,No Alcohol Involved,12481,Ford F-Series pickup,1,Yes,75601,75601,0,No,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",5,Five lanes,45,45 MPH,1,Straight,2,"Grade, Unknown Slope",1,Dry,0,No Controls,0,No Controls,11,Turning Left,11,Turning Left,15,Turning Left,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,68,J68-Trafficway Vehicle Turning-Turn Across Path-Initial Opposite Directions (Left/Right)
202102943630,2,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,3,Stratum 3 - Motorcycle Any Injury,4135,24.440628603,2,1,January,15,3:00pm-3:59pm,18,18,12,Motor Vehicle In-Transport,6,Angle,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,JS1GT76A2621,JS1GT76A2621,2006,2006,2006,2006,509,Suzuki,13179,GSX-R1000,80,Motorcycle - Sport,53,Suzuki,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,8,Not Reported,7,"Towed, Unknown Reason",12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved,53706,Suzuki 750cc-over,1,Yes,75605,75605,0,No,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",5,Five lanes,45,45 MPH,1,Straight,2,"Grade, Unknown Slope",1,Dry,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,J69-Trafficway Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)
202102943645,1,32,32,17,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,4145,179.15117169,2,1,January,99,Unknown Hours,99,Unknown Minutes,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,3,03,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1D7HA18D15J5,1D7HA18D15J5,2005,2005,2005,2005,476,Dodge,1938,Ram,60,Pickup,7,Dodge,482,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,0,No Underride or Override,0,No Rollover,0,No Rollover,10,10 Clock Point,10,10 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,7482,Dodge Ram Pickup,1,Yes,37821,37821,0,No,8,Not Reported,8,Not Reported,20,20 MPH,1,Straight,8,Not Reported,2,Wet,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,61,From adjacent lane (same direction) over right lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,45,"F45-Same Trafficway, Same Direction-Angle, Sideswipe-Straight Ahead on Left/Right"
202102943645,2,32,32,17,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,4145,179.15117169,2,1,January,99,Unknown Hours,99,Unknown Minutes,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,99,Unknown,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,KNDMB5C19L66,KNDMB5C19L66,2020,2020,2020,2020,499,Kia,2740,Sedona,2,Minivan,63,KIA,441,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,0,No Underride or Override,0,No Rollover,0,No Rollover,3,3 Clock Point,3,3 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,63441,KIA Sedona,1,Yes,37821,37821,0,No,8,Not Reported,8,Not Reported,20,20 MPH,1,Straight,8,Not Reported,2,Wet,0,No Controls,0,No Controls,6,Passing or Overtaking Another Vehicle,6,Passing or Overtaking Another Vehicle,11,Over the lane line on right side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",46,"F46-Same Trafficway, Same Direction-Angle, Sideswipe-Changing Lanes to the Right"
202102943652,1,32,32,17,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,4145,231.53440578,1,1,January,9,9:00am-9:59am,0,0,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,2GTEC19K7J15,2GTEC19K7J15,1988,1988,1988,1988,472,GMC,10985,GMT-400,60,Pickup,23,GMC,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,42,Tree (Standing Only),42,Tree (Standing Only),0,No or Not Reported,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,23481,"GMC C, K, R, V-series pickup/     Sierra",1,Yes,37813,37813,0,No,1,"Two-Way, Not Divided",8,Not Reported,30,30 MPH,2,Curve - Right,1,Level,2,Wet,0,No Controls,0,No Controls,14,Negotiating a Curve,14,Negotiating a Curve,6,Traveling too fast for conditions or Road Configuration,99,Unknown/Not Reported,2,Skidding longitudinally  rotation less than 30 degrees,4,Departed roadway,2,A2-Single Driver-Right Roadside Departure-Control/Traction Loss
